x,y
7.739560485559633,20.99222800858813
4.388784397520523,11.57735587094172
8.585979199113824,22.45982613106449
6.973680290593639,18.270757827959585
0.9417734788764953,3.6920082459901717
9.756223516367559,26.79804065223261
7.61139701990353,20.11907745666057
7.860643052769538,21.295546425200705
1.2811363267554587,2.152668715857624
4.503859378955672,12.21093004545906
3.7079802423258124,9.42672033552166
9.267649888486018,22.950311660791417
6.438651200806645,16.21847563508786
8.227616132708299,21.234916891069936
4.4341419882733115,13.001257513039292
2.272387217847769,5.354575326879858
5.545847870158348,14.895251167990288
0.6381725610417532,2.111261969270805
8.27631171992582,21.36310620545259
6.316643991220649,17.794367803356224
7.580877400853739,20.490308939138274
3.545259681298684,11.200547310689453
9.706980243949033,25.11294493062268
8.931211213221976,22.63208542138424
7.783834970737619,20.235728609963544
1.9463870785196757,6.108464487570411
4.667210037270342,12.844598451629567
0.43803765787228777,1.0107060724473529
1.5428949206754783,4.94772708331657
6.830489532424546,18.30445216120027
7.447621559078171,22.136527935229346
9.6750973243421,27.064587922136923
3.2582535813815197,8.29239060289498
3.704597060348689,9.974109289322545
4.695558112758079,11.275453280058194
1.894713590842857,5.146076963143656
1.2992150533547164,4.563642636977131
4.757049262259337,14.098476776536575
2.2690934905088413,5.943649888528494
6.698139946825103,17.09120342699496
4.371519188723307,9.781508942069614
8.326781960578375,21.65428898090103
7.002651020022491,17.444213138196666
3.123666413820411,8.279726607184953
8.32259801395201,20.929634256712436
8.047643574968019,21.024846383167493
3.874783790301745,8.929231084397731
2.883281039302441,6.741157352865112
6.824955039749755,20.191634711402685
1.397524836093098,3.206389508958714
1.9990820247510832,4.900919483423069
0.07362269751005512,3.020970272096452
7.869243775021384,23.578176606793868
6.648508565920322,16.449704785975463
7.051653786263351,18.26088550887035
7.807290310219679,20.859781326489706
4.5891577553833995,14.201592032864092
5.687411959528937,14.231672820394106
1.3979699812765745,4.249647107249326
1.1453007353597344,4.64058941446108
6.6840296179047165,18.14484011922841
4.710962061431325,12.401249082348214
5.652361064811888,14.99707969751368
7.649988574160256,18.750075627030657
6.347183200005908,16.629784256040104
5.535794006579958,14.57309752644094
5.592071607454136,15.212348908261596
3.039500980626122,8.043425232746289
0.30817834567939406,2.241984386743624
4.367173892323624,12.930650548628888
2.145846728195292,6.5200461481566965
4.085286437246362,11.564972501515108
